,unlist_train_test_abstract_unique,concat_Lens ID_Train,Lens ID_Train,Count_Train,concat_Lens ID_Test,Lens ID_Test,Count_Test
5345,journal,56070-541-958-070-965,070-541-958-070-965,0.0,56063-962-153-078-208,063-962-153-078-208,1.0
5346,review,56070-541-958-070-965,070-541-958-070-965,0.0,56063-962-153-078-208,063-962-153-078-208,1.0
5347,success,56070-541-958-070-965,070-541-958-070-965,0.0,56063-962-153-078-208,063-962-153-078-208,1.0
5348,year,56070-541-958-070-965,070-541-958-070-965,0.0,56063-962-153-078-208,063-962-153-078-208,1.0
5349,1997,56070-541-958-070-965,070-541-958-070-965,0.0,56063-962-153-078-208,063-962-153-078-208,1.0
5350,1998,56070-541-958-070-965,070-541-958-070-965,0.0,56063-962-153-078-208,063-962-153-078-208,1.0
5351,implic,56070-541-958-070-965,070-541-958-070-965,0.0,56063-962-153-078-208,063-962-153-078-208,2.0
5352,discuss,56070-541-958-070-965,070-541-958-070-965,0.0,56063-962-153-078-208,063-962-153-078-208,1.0
5353,depart,57166-898-814-966-01X,166-898-814-966-01X,1.0,57085-055-928-143-263,085-055-928-143-263,0.0
5354,sao,57166-898-814-966-01X,166-898-814-966-01X,1.0,57085-055-928-143-263,085-055-928-143-263,1.0
5355,paulo,57166-898-814-966-01X,166-898-814-966-01X,1.0,57085-055-928-143-263,085-055-928-143-263,1.0
5356,state,57166-898-814-966-01X,166-898-814-966-01X,1.0,57085-055-928-143-263,085-055-928-143-263,1.0
5357,univers,57166-898-814-966-01X,166-898-814-966-01X,1.0,57085-055-928-143-263,085-055-928-143-263,1.0
5358,unesp,57166-898-814-966-01X,166-898-814-966-01X,1.0,57085-055-928-143-263,085-055-928-143-263,1.0
5359,graduat,57166-898-814-966-01X,166-898-814-966-01X,1.0,57085-055-928-143-263,085-055-928-143-263,1.0
5360,school,57166-898-814-966-01X,166-898-814-966-01X,1.0,57085-055-928-143-263,085-055-928-143-263,1.0
5361,hygino,57166-898-814-966-01X,166-898-814-966-01X,1.0,57085-055-928-143-263,085-055-928-143-263,1.0
5362,muzzi,57166-898-814-966-01X,166-898-814-966-01X,1.0,57085-055-928-143-263,085-055-928-143-263,1.0
5363,filho,57166-898-814-966-01X,166-898-814-966-01X,1.0,57085-055-928-143-263,085-055-928-143-263,1.0
5364,scholarli,58078-451-133-512-02X,078-451-133-512-02X,3.0,58025-077-447-234-296,025-077-447-234-296,0.0
5365,commun,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5366,increasingli,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5367,employ,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5368,web,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5369,public,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5370,output,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5371,locat,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5372,access,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,1.0
5373,relev,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5374,literatur,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5375,vast,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5376,bodi,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5377,digit,58078-451-133-512-02X,078-451-133-512-02X,2.0,58025-077-447-234-296,025-077-447-234-296,0.0
5378,assum,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,1.0
5379,signific,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5380,context,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5381,sheer,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5382,volum,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5383,handl,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5384,make,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5385,tradit,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5386,represent,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5387,strategi,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5388,ineffect,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5389,impract,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5390,therefor,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5391,worth,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5392,explor,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5393,new,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5394,discuss,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5395,consid,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5396,intrins,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5397,semant,58078-451-133-512-02X,078-451-133-512-02X,2.0,58025-077-447-234-296,025-077-447-234-296,0.0
5398,text,58078-451-133-512-02X,078-451-133-512-02X,3.0,58025-077-447-234-296,025-077-447-234-296,0.0
5399,document,58078-451-133-512-02X,078-451-133-512-02X,2.0,58025-077-447-234-296,025-077-447-234-296,0.0
5400,hypothesi,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5401,noun,58078-451-133-512-02X,078-451-133-512-02X,3.0,58025-077-447-234-296,025-077-447-234-296,0.0
5402,phrase,58078-451-133-512-02X,078-451-133-512-02X,3.0,58025-077-447-234-296,025-077-447-234-296,0.0
5403,rich,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5404,abil,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5405,repres,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5406,content,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,1.0
5407,seek,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5408,identifi,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5409,extract,58078-451-133-512-02X,078-451-133-512-02X,2.0,58025-077-447-234-296,025-077-447-234-296,0.0
5410,instead,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5411,singl,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5412,keyword,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5413,descriptor,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5414,methodolog,58078-451-133-512-02X,078-451-133-512-02X,2.0,58025-077-447-234-296,025-077-447-234-296,0.0
5415,portugues,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,1.0
5416,result,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5417,experi,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5418,carri,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,1.0
5419,test,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5420,adequaci,58078-451-133-512-02X,078-451-133-512-02X,1.0,58025-077-447-234-296,025-077-447-234-296,0.0
5421,1989,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5422,exist,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5423,onlin,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5424,union,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5425,catalogu,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5426,nation,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,2.0
5427,bibliograph,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5428,databas,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5429,porbas,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5430,rais,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5431,urgent,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5432,mechan,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5433,oper,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,2.0
5434,control,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5435,project,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5436,call,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5437,clip,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,2.0
5438,compatibilizacao,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5439,linguagen,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5440,indexacao,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5441,portugu,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5442,launch,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5443,special,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5444,respons,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5445,final,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5446,file,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5447,respect,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,2.0
5448,terminolog,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5449,area,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5450,refer,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5451,made,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5452,gener,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5453,situat,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5454,avail,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5455,applic,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5456,tool,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5457,toward,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5458,standard,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5459,harmon,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5460,procedur,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5461,matter,58078-451-133-512-02X,078-451-133-512-02X,0.0,58025-077-447-234-296,025-077-447-234-296,1.0
5462,viewpoint,59050-962-085-082-050,050-962-085-082-050,1.0,59072-088-802-348-051,072-088-802-348-051,1.0
5463,kuhnian,59050-962-085-082-050,050-962-085-082-050,1.0,59072-088-802-348-051,072-088-802-348-051,0.0
5464,scientif,59050-962-085-082-050,050-962-085-082-050,1.0,59072-088-802-348-051,072-088-802-348-051,0.0
5465,revolut,59050-962-085-082-050,050-962-085-082-050,1.0,59072-088-802-348-051,072-088-802-348-051,0.0
5466,paradigm,59050-962-085-082-050,050-962-085-082-050,3.0,59072-088-802-348-051,072-088-802-348-051,0.0
5467,examin,59050-962-085-082-050,050-962-085-082-050,1.0,59072-088-802-348-051,072-088-802-348-051,0.0
5468,influenti,59050-962-085-082-050,050-962-085-082-050,1.0,59072-088-802-348-051,072-088-802-348-051,0.0
5469,achiev,59050-962-085-082-050,050-962-085-082-050,1.0,59072-088-802-348-051,072-088-802-348-051,1.0
5470,facet,59050-962-085-082-050,050-962-085-082-050,1.0,59072-088-802-348-051,072-088-802-348-051,0.0
5471,qualifi,59050-962-085-082-050,050-962-085-082-050,1.0,59072-088-802-348-051,072-088-802-348-051,0.0
5472,tomorrow,59050-962-085-082-050,050-962-085-082-050,1.0,59072-088-802-348-051,072-088-802-348-051,0.0
5473,featur,59050-962-085-082-050,050-962-085-082-050,2.0,59072-088-802-348-051,072-088-802-348-051,0.0
5474,theori,59050-962-085-082-050,050-962-085-082-050,1.0,59072-088-802-348-051,072-088-802-348-051,0.0
5475,cognit,59050-962-085-082-050,050-962-085-082-050,1.0,59072-088-802-348-051,072-088-802-348-051,0.0
5476,methodolog,59050-962-085-082-050,050-962-085-082-050,1.0,59072-088-802-348-051,072-088-802-348-051,0.0
5477,describ,59050-962-085-082-050,050-962-085-082-050,1.0,59072-088-802-348-051,072-088-802-348-051,0.0
5478,along,59050-962-085-082-050,050-962-085-082-050,1.0,59072-088-802-348-051,072-088-802-348-051,0.0
5479,critic,59050-962-085-082-050,050-962-085-082-050,1.0,59072-088-802-348-051,072-088-802-348-051,0.0
5480,overview,59050-962-085-082-050,050-962-085-082-050,1.0,59072-088-802-348-051,072-088-802-348-051,0.0
5481,research,59050-962-085-082-050,050-962-085-082-050,1.0,59072-088-802-348-051,072-088-802-348-051,0.0
5482,practic,59050-962-085-082-050,050-962-085-082-050,1.0,59072-088-802-348-051,072-088-802-348-051,1.0
5483,interoper,59050-962-085-082-050,050-962-085-082-050,0.0,59072-088-802-348-051,072-088-802-348-051,4.0
5484,refer,59050-962-085-082-050,050-962-085-082-050,0.0,59072-088-802-348-051,072-088-802-348-051,1.0
5485,abil,59050-962-085-082-050,050-962-085-082-050,0.0,59072-088-802-348-051,072-088-802-348-051,1.0
5486,system,59050-962-085-082-050,050-962-085-082-050,0.0,59072-088-802-348-051,072-088-802-348-051,1.0
5487,compon,59050-962-085-082-050,050-962-085-082-050,0.0,59072-088-802-348-051,072-088-802-348-051,1.0
5488,exchang,59050-962-085-082-050,050-962-085-082-050,0.0,59072-088-802-348-051,072-088-802-348-051,2.0
5489,articl,59050-962-085-082-050,050-962-085-082-050,0.0,59072-088-802-348-051,072-088-802-348-051,1.0
5490,major,59050-962-085-082-050,050-962-085-082-050,0.0,59072-088-802-348-051,072-088-802-348-051,1.0
5491,focu,59050-962-085-082-050,050-962-085-082-050,0.0,59072-088-802-348-051,072-088-802-348-051,1.0
5492,semant,59050-962-085-082-050,050-962-085-082-050,0.0,59072-088-802-348-051,072-088-802-348-051,1.0
5493,discuss,59050-962-085-082-050,050-962-085-082-050,0.0,59072-088-802-348-051,072-088-802-348-051,1.0
5494,demonstr,59050-962-085-082-050,050-962-085-082-050,0.0,59072-088-802-348-051,072-088-802-348-051,1.0
5495,standard,59050-962-085-082-050,050-962-085-082-050,0.0,59072-088-802-348-051,072-088-802-348-051,1.0
5496,best,59050-962-085-082-050,050-962-085-082-050,0.0,59072-088-802-348-051,072-088-802-348-051,1.0
5497,project,59050-962-085-082-050,050-962-085-082-050,0.0,59072-088-802-348-051,072-088-802-348-051,1.0
5498,product,59050-962-085-082-050,050-962-085-082-050,0.0,59072-088-802-348-051,072-088-802-348-051,1.0
5499,broad,59050-962-085-082-050,050-962-085-082-050,0.0,59072-088-802-348-051,072-088-802-348-051,1.0
5500,domain,59050-962-085-082-050,050-962-085-082-050,0.0,59072-088-802-348-051,072-088-802-348-051,1.0
5501,articl,60132-396-141-682-245,132-396-141-682-245,1.0,60038-563-198-984-816,038-563-198-984-816,0.0
5502,identifi,60132-396-141-682-245,132-396-141-682-245,1.0,60038-563-198-984-816,038-563-198-984-816,0.0
5503,core,60132-396-141-682-245,132-396-141-682-245,1.0,60038-563-198-984-816,038-563-198-984-816,0.0
5504,literatur,60132-396-141-682-245,132-396-141-682-245,4.0,60038-563-198-984-816,038-563-198-984-816,0.0
5505,avail,60132-396-141-682-245,132-396-141-682-245,2.0,60038-563-198-984-816,038-563-198-984-816,0.0
5506,flood,60132-396-141-682-245,132-396-141-682-245,6.0,60038-563-198-984-816,038-563-198-984-816,0.0
5507,ontolog,60132-396-141-682-245,132-396-141-682-245,14.0,60038-563-198-984-816,038-563-198-984-816,9.0
5508,review,60132-396-141-682-245,132-396-141-682-245,4.0,60038-563-198-984-816,038-563-198-984-816,0.0
5509,variou,60132-396-141-682-245,132-396-141-682-245,1.0,60038-563-198-984-816,038-563-198-984-816,0.0
5510,perspect,60132-396-141-682-245,132-396-141-682-245,1.0,60038-563-198-984-816,038-563-198-984-816,0.0
5511,like,60132-396-141-682-245,132-396-141-682-245,1.0,60038-563-198-984-816,038-563-198-984-816,0.0
5512,purpos,60132-396-141-682-245,132-396-141-682-245,1.0,60038-563-198-984-816,038-563-198-984-816,0.0
5513,type,60132-396-141-682-245,132-396-141-682-245,1.0,60038-563-198-984-816,038-563-198-984-816,0.0
5514,design,60132-396-141-682-245,132-396-141-682-245,2.0,60038-563-198-984-816,038-563-198-984-816,1.0
5515,methodolog,60132-396-141-682-245,132-396-141-682-245,3.0,60038-563-198-984-816,038-563-198-984-816,0.0
5516,focu,60132-396-141-682-245,132-396-141-682-245,1.0,60038-563-198-984-816,038-563-198-984-816,0.0
5517,specif,60132-396-141-682-245,132-396-141-682-245,1.0,60038-563-198-984-816,038-563-198-984-816,1.0
5518,disast,60132-396-141-682-245,132-396-141-682-245,3.0,60038-563-198-984-816,038-563-198-984-816,0.0
5519,phase,60132-396-141-682-245,132-396-141-682-245,2.0,60038-563-198-984-816,038-563-198-984-816,0.0
5520,conduct,60132-396-141-682-245,132-396-141-682-245,1.0,60038-563-198-984-816,038-563-198-984-816,0.0
5521,stage,60132-396-141-682-245,132-396-141-682-245,1.0,60038-563-198-984-816,038-563-198-984-816,0.0
5522,identif,60132-396-141-682-245,132-396-141-682-245,1.0,60038-563-198-984-816,038-563-198-984-816,0.0
5523,systemat,60132-396-141-682-245,132-396-141-682-245,1.0,60038-563-198-984-816,038-563-198-984-816,0.0
5524,employ,60132-396-141-682-245,132-396-141-682-245,1.0,60038-563-198-984-816,038-563-198-984-816,0.0
5525,parametr,60132-396-141-682-245,132-396-141-682-245,1.0,60038-563-198-984-816,038-563-198-984-816,0.0
